Accession Number,Author,Title,Publisher,Year,Branch,Subject,Shelf,Stack
001895,"Apte, Prakash ",International Financial Management ,Tata McGraw-Hill Publishing Company Limited ,2002,Management,Management,G,1
001896,"Semler, Ricardo",Maverick : The Success Story behind the world's most unusual workplace,Warner Books,1993,I.T.,Management,G,9
001897,"Goleman,Daniel",Emotional Intelligence,Bantam Books ,1995,I.T.,Self Help,G,9
001898,"Hamel, Gary and Prahalad, C K",Competing for the Future ,Tata McGraw-Hill Publishing Company Limited ,2002,I.T.,Self Help,G,9
001899,"Carnegie, Dale",How to Stop Worring and Start Living,Pocket Books,1984,I.T.,Self Help,G,9
001900,"Maxwell, John C.",21 Indispensable Qualities of A Leader ,Magna Publishing Co Ltd.,2000,I.T.,Self Help,G,9
1901,"Heller, Robert",Essential Manager's Manual,Colour Library Direct,1988,Management,Self Help,G,9
1902,"Carnegie, Dale","Leader In You : How to Win Friends, Influence People and Succeed in a Changing World",Pocket Books,1993,I.T.,Self Help,G,9
1903,"Chaudhuri, Arindam",Count Your Chickens Before They Hatch,Vikas Publishing House Pvt Ltd.,2001,I.T.,Self Help,G,9
1904,"Perreault, William",Basic Marketing : A Global Managerial Approach,Tata McGraw-Hill Publishing Company Limited,2002,Management,Management,G,1
1905,"Hall, Richard, H.","Organizations : Structures, Processes, and Outcomes",Prentice Hall of India,2002,Management,Management,G,1
1908,"Chopra, Bs. Ks.",Business Environment in India,Symbiosis Institute of Foreign Trade,2002,Management,Management,G,1
1910,"Kernighan, Brian W. and Ritchie, Dennis M.",C Programming Language,Prentice Hall of India,2002,Computer,C Programming,E,4
1912,"Forouzan, Behrouz A.",Data Communications and Networking,Tata McGraw-Hill Publishing Company Limited,2001,I.T.,Data Communication,G,9
1917,"Stallings, William",Computer Organization and Architecture : Designing for Performance,Pearson Education,2003,Computer,Computer Organization,D,16
1922,"Elmasri, Ramez, and Nawathe, Shamkant",Fundamentals of Database Systems,Pearson Education,2002,Computer,Database Management,E,20
1925,"Stallings, William",Data and Computer Communications,Pearson Education,2000,Computer,Data Communication,E,20
1933,"Luthans, Fred",Organizational Behavior,McGraw Hill Publishing Company Ltd,2002,Management,Management,G,1
1943,"Date, C. J.",Introduction to Database Systems,Pearson Education,2002,Computer,Database Management,E,20
1947,"Rust, Roland",E-Service: New Directions in Theory and Practice,Prentice Hall of India,2003,Management,Management,G,1
1948,"Mejia, Gomez",Managing Human Resource,Prentice Hall of India,2003,Management,Management,G,1
1949,"Allen, Kathleen R.",Bringing New Technology to Market,Prentice Hall of India,2002,Management,Management,G,1
1950,"Drafke, Michael; Stan, Kossan",Human Side of the Organization,Eastern Economy Edition,2002,Management,Management,G,1
1953,"Hunt, Shelby D.",Foundations of Marketing Theroy : Towards a General Theory of Marketing,Prentice Hall of India,2003,Management,Management,G,1
1954,"Srinivasan, R.",Case Studies in Marketing : The Indian Context,Prentice Hall of India,2002,Management,Management,G,1
1955,"Srinivasan, R.",Case Studies in Marketing,Prentice Hall of India,2002,Management,Management,G,1
1957,"Martin, Garry",Behavior Modification What It is and How to Do It,Prentice Hall of India,2002,I.T.,Management,G,1
1958,"Rob, Peter and Coronel, Carlos","Database Systems : Design, Implementation and Management",Thomson Learning,2002,Computer,Database Management,E,20
1966,"Imai, Masaaki","Gemba Kaizen : A commonsense Low cost , An approach to Management",McGraw Hill Publishing Company Ltd,2001,I.T.,Management,G,1
1967,"Kamath, M. V.",Pursuit of Excellence,Rupa & Co.,2000,I.T.,Self Help,G,9
1968,"Khandwalla, Pradip N.",Organizational Designs for Excellence,Tata McGraw-Hill Publishing Company Limited,1992,Management,Management,G,1
1973,"Jobber, David",Principles and Practices of Marketing,McGraw Hill Publishing Company Ltd,2001,Management,Management,G,1
1974,"Devitto, Don",Errational Markets,Amacom,2001,Management,Management,G,1
1975,"Khalil, Tarek",Management of Technology : The Key to Competitiveness and Wealth Creation,Tata McGraw-Hill Publishing Company Limited,2002,Management,Management,G,1
1976,"Saxena, Rajan",Marketing Management,Tata McGraw-Hill Publishing Company Limited,2nd / 2003,Management,Management,G,1
1977,"Armstrong, Gary and Kotler, Philip",Marketing : An Introduction,Pearson Education,5th /2000,Management,Management,G,1
1978,"Maylor, Harvey",Project Management,Pearson Education,2nd / 1999,Management,Project Management,G,4
1979,"Lilien, Gary & Rangaswamy, Arvind",Marketing Engineering : Computer Assisted Marketing Analysis and Planning,Pearson Education,2nd / 2003,Management,Management,G,1
1980,"Srinivasan, R.",Case Studies in Marketing : The Indian Context,Prentice Hall of India,2002,Management,Management,G,1
1981,"Parameswaran, Sunil K.",Futures Markets,Tata McGraw-Hill Publishing Company Limited,2003,Management,Management,G,1
1982,"Sujatha, V. and Bhat, V.",Management & Behavioural Process,Himalaya Publishing House,2003,Management,Management,G,1
1983,"Saiyadain, Mirza S.",Organization Behaviour,Tata McGraw-Hill Publishing Company Limited,2003,Management,Management,G,1
1984,"Ramaswamy, V. S.","Marketing Management : Control, Implementation & Control",Macmillan India Ltd.,"3rd, 2002",Management,Management,G,1
1985,"Burton, Gene and Thakur, Manab",Management Today : Principles and Practice,McGraw Hill Publishing Company Ltd,3rd / 1998,Management,Management,G,1
1986,"Karkaria, Bachi J.",Dare to Dream : A Life of M. S. Oberoi,Penguin Books,1992,I.T.,Biography,GENERAL,26
1987,"Covey, Stephen R.",Living the 7 Habits : Stories of Courage and Inspiration,A Fireside Book,1999,I.T.,Self Help,G,9
1988,"Forouzan, Behrouz A.",Data Communications and Networking,Tata McGraw-Hill Publishing Company Limited,2nd / 2001,E & TC,Data Communication,C,1
1989,"Stallings, William",Computer Organization and Architecture : Designing for Performance,Pearson Education,6th / 2003,Computer,Computer Organization,D,16
1993,"Press, William H. and Teukolsky, Saul A.",Numerical Recipes in C : The Art of Scientific Computing,Cambridge University Press / Foundation Books,2nd / 1992,Computer,C Programming,E,4
1994,"Wanger, John A.",Organization Behavior : Security Competitive Advantage,Harcourt College Publishers,"4 th, 2001",Management,Management,G,1
1995,"Kotler, Philip",Marketing Management,Prentice Hall of India,11th / 2003,Management,Management,G,1
2004,"Penrose, John, Rasberry and Myers, Robert",Advanced Business Communication,Thomson Learning,4th / 2001,I.T.,Communication,G,9
2005,"Guuffey, Mary",Business Communication,Thomson Learning,3rd / 2000,I.T.,Communication,G,9
2006,"Sinha, K. K.",Business Communication,Galgotia Publishing Company,2nd/ 2001,I.T.,Communication,G,9
2007,"Stallings, William",Data and Computer Communications,Pearson Education,6th / 2000,Computer,Data Communication,D,4
2008,"Kirby, Andy",Games for Trainers,BPI,1992,I.T.,Management,G,1
2009,"Langsam, Yedidyah ; Augenstein, Moshe J. and Tanenbaum, Aaron M.",Data Structures Using C and C++,Prentice Hall of India,2nd / 2004,Computer,Data Structures,E,10
2010,"Agochiya, Devendra",Every Trainer's Handbook,Sage Publications,2002,I.T.,Management,G,1
2011,"Linton, Rolf",Training for Development,Vistar Publications,1990,I.T.,Management,G,1
2012,"Negus, Christopher",Red Hat Linux 8 Bible,Wiley India Pvt. Ltd.,2003,Computer,Operating system,E,20
2013,"Tittel, E.",Guide to Networking Essentials,Thomson Learning,2 nd / 2001,E & TC,Networking,C,19
2014,"Forsyth, Donelson R.",Group Dynamics,Wadsworth Publishing Company,3rd / 1999,I.T.,Management,GENERAL,21
2015,"Knapp, Donna",Guide to Customer Service Skills for the Help Desk Professional,Thomson Learning,2002,Management,Management,G,1
2016,"Wolfe, Joseph",Global Business Game,Thomson Learning,,Management,Management,GENERAL,21
2017,"Siciliano, Julie",Strategize : Experiential Experience in Strategic Management,South Western College Publishing,2002,Management,Management,GENERAL,21
2018,"Mankiw, N. G.",Principles of Economics,Thomson Learning,2nd / 2001,Management,Management,GENERAL,21
2019,"Jain, Subhash C.",International Marketing Cases,Thomson Learning,2001,Management,Management,GENERAL,21
2020,"Perreault, William;McCarthy Jerosomw",Basic Markting : A Global Managerial Approach,Tata McGraw-Hill Publishing Company Limited,14th / 2002,Management,Management,GENERAL,21
002029,"Zikmund, William G. and d' Amico, Michael ",Effective Marketing : Creating and Keeping Customers in an e-commerce World,Thomson Learning ,2002,Management,Management,GENERAL,21
002030,"Fess, warren ",accounting ,Thomson Learning ,2002,Management,Management,GENERAL,21
002031,"Arnold, Roger A ",Macroeconomics ,South Western College Publishing ,2001,Management,Management,GENERAL,21
002032,"Albrecht, Steve ",Financial Accounting ,Thomson Learning ,2002,Management,Management,GENERAL,21
002033,"Hearth, Douglas and Zaima, Janis K",Contemporary Investments: Security and Portfolio Analysis,Harcourt College Publishers,2001,Management,Management,GENERAL,21
002034,"Hoffman, K Douglas",Marketing: Best Practices ,Thomson Learning ,2003,Management,Management,GENERAL,21
002035,"Carrell, Michael ",Human resource Management ,Dryden Press ,2000,Management,Management,GENERAL,21
002036,"Levy, Haim",Principles of Corporate Finance ,South Western College Publishing ,1998,Management,Management,GENERAL,21
002037,"Hansen, Don R ",Management Accounting ,South Western College Publishing ,2003,Management,Management,GENERAL,21
002038,"Ragsdale, Cliff T. ",Spreadsheet Modeling and Decision Analysis,Thomson Learning ,2001,Management,Management,GENERAL,21
002039,"Bohlander, George; Snell, Scott and Sherman, Arthur ",Management Human Resources ,Thomson Learning ,2001,Management,Management,GENERAL,21
002040,"Davis, Duane",Business Research for Decision Making ,Duxbury Thomson Learning ,2000,Management,Management,GENERAL,21
002041,"Salvatore, Dominick ",Managerial Economics in a Global Economy ,Thomson Learning ,2001,Management,Management,GENERAL,21
002042,"Terpstra, Vern and Sarathy, Ravi",International Marketing ,Thomson Learning ,2000,Management,Management,GENERAL,21
002043,"Jordon, Patrick W. ",How to Make Brilliant Stuff That People Love… and Make Big Money out of it,John Wiley & Sons ,2002,I.T.,Management,GENERAL,21
002044,"Chowdhury, Subir ",Power of Six Sigma ,Pearson Education,2001,I.T.,Management,GENERAL,21
002045,"Monczka, Robert; Trent, Robert and Handfield, Robert ",Purchasing and Supply Chain Management,Thomson Learning ,2002,Management,Management,G,1
002046,"Shapiro, Jeremy F ",Modeling the Supply Clain ,Thomson Learning ,2001,Management,Management,G,1
002047,"McBurney, Donald H.",Research Methods ,Thomson Learning ,2001,Management,Research Methodology,G,1
002048,"Jaganathan, Sridhar ",Internet Commerce Mertics and Model in the New Era of Accountability ,Prentice Hall PTR ,2001,Management,Management,GENERAL,21
002049,"Shaw, Wiliam H.",Business Ethics ,Thomson Learning ,2002,Management,Management,GENERAL,21
002050,"Daft, Richard L ",Organizational Theory and Design ,Thomson Learning ,2002,Management,Management,GENERAL,21
002051,"Winston, wayne L. ; Albright, S. Christian and Broadie, Mark",Practical management Science ,Thomson Learning ,2001,Management,Management,G,1
002052,"Gaither, Norman and Frazier, Greg",Operations Management,Thomson Learning ,2002,Management,Management,G,1
002053,"Anderson, James ",Business Market Manahement ,Pearson Education,2003,Management,Management,GENERAL,21
002054,"Dilwaorth, James B ",Operations Management,Dryden Press ,2002,Management,Management,GENERAL,21
002055,"O'Malley, Lisa ",Exploring Direct marketing ,Thomson Learning ,1999,Management,Management,GENERAL,21
002056,"Churchill, Gilbert ",Marketing Research Methodological Foundation ,Thomson Learning ,2002,Management,Management,GENERAL,21
002057,"Semenik, Richard J",Promotion & Integrated Marketing Communication,Thomson Learning ,2002,Management,Management,GENERAL,21
002058,"Albright, Christian ",Managerial Statistics ,Duxbury Press,2002,Management,Management,GENERAL,21
002059,"Newsom, Doug",This is PR: The Realities of Public Relations ,Thomson Learning ,2000,I.T.,Management,GENERAL,21
002060,"Albright, Christian S. and Winston, Wayne L.",Data analysis and Decision Making with Microsoft Excel,Duxbury Press,2002,I.T.,Database Management,G,16
002061,"Weihrich, Heinz",Managemetnt : A Global Perspective ,Tata McGraw-Hill Publishing Company Limited ,2003,Management,Management,GENERAL,21
002063,"Hellriegel, Don; Jackson, Susan E. and Slocum, John W.",Management : A Competency  Based Approach,Thomson Learning ,2003,Management,Management,GENERAL,21
002064,"Warier, Sudhir",Knowledge Management,Vikas Publishing House Pvt Ltd.,2003,I.T.,Management,G,1
002065,"Verderber, Rudolph ",Communicate ,Thomson Learning ,2002,I.T.,Communication,G,19
002066,"Spero, Joan ",Politics on International Economics Realations ,Thomson Learning ,2003,Management,Management,GENERAL,21
002067,"Sellnow, Deanna D.",Public Speaking: A Process Approach,Thomson Learning ,2002,Management,Communication,GENERAL,5
002068,"Weiss, Joseph ",Business Ethics : A Stackholder and Issues management Approach ,Thomson Learning ,2003,Management,Management,GENERAL,21
002069,"Louderback, Joseph G. and Holmen, Jay S.",Managerial Accounting,Thomson Learning ,2003,Management,Management,GENERAL,21
002070,"Schiffman, Leon ",Consumer Behavior ,Pearson Education,2000,Management,Management,GENERAL,21
002071,"Bergeron, Bryan",Wireless Web,McGraw Hill Publishing Company Ltd ,2001,E & TC,Web Engineering,C,22
002072,"Mclean, Turban ",Information Technology for Management ,John Wiley & Sons,2001,I.T.,Management,G,1
002073,"Lucas, Henry C ",Information Technology for Management ,Tata McGraw-Hill Publishing Company Limited ,2002,I.T.,Management,G,1
002074,"Lilien, Gary & Rangaswamy, Arvind ",Marketing Engineering : Computer Assisted Marketing Analysis and Planning ,Pearson Education,2003,Management,Management,G,1
002075,"Justis, Robert T ",Franchising ,Thomson Learning ,2002,I.T.,Management,GENERAL,21
002076,"Davis, Keith ",Human Behavior ar Work : Organizational Behavior ,McGraw Hill Publishing Company Ltd ,1977,Management,Management,GENERAL,21
002077,"Jones, Susan K. and Spiegel, Ted",Marketing Convergence : How the Leading Companies are Profiting from Integrating Online and Offline Marketing Strategies ,Thomson Learning ,2003,Management,Management,G,1
002078,"Matthews, Ian and Davies, Paul",Born Presenter,Thomson Learning ,2002,I.T.,Management,GENERAL,11
002079,"Bovee, Courtland L ",Business Communication Today ,Pearson Education,2002,I.T.,Communication,G,19
002080,"Hellriegel, Don; Jackson, Susan E. and Slocum, John W.",Management : A competency Based Approach,Thomson Learning ,2002,Management,Management,GENERAL,21
002084,"Harris, larry ",Trading and Exchanges : Market Microstructure for Practitioners ,Oxford University Press ,2003,Management,Management,GENERAL,21
002085,"Elmasri, Ramez, and Nawathe, Shamkant",Fundamentals of Database Systems,Pearson Education,2002,Computer,Database Management,G,16
002086,"Moshal, B. S. ; Mahajan, J. P. and Gujral, J. S. ",Business Organisation and Management,Galgotia Publishing Company,2000,Management,Management,GENERAL,21
002087,"Dwyer, Robert F ","Business Marketing : Connecting Strategy, Relationship and Learning ",McGraw Hill Publishing Company Ltd ,2002,Management,Management,GENERAL,21
002088,"Bhagwati, Jagdish ",Free Trade Today ,Oxford University Press ,2002,I.T.,Management,GENERAL,21
002089,"Sinha, Dharni ",Re-energising Enterprises through HRD ,Viva Books Pvt. Ltd.,2003,Management,Management,GENERAL,21
002090,Hoyle,Word Games : The Authority for Over 200 Years,Penny Press,1999,I.T.,Management,GENERAL,21
002091,"Hellriegel, Don; Jackson, Susan E. and Slocum, John W.",Management : A competency Based Approach,Thomson Learning ,2002,Management,Management,GENERAL,21
002095,"Kermally, Sultan ",Management Toolkit : techniques that work ,Viva Books Pvt. Ltd.,2003,Management,Management,G,1
002096,"Chambers, Rebert ",Participatory Workshops : A Sourcebook of 21 Set of Ideas and Activities ,Earthscan ,2003,I.T.,Management,GENERAL,21
002097,"Mark, Parkinson ",How to master Psychometirc Tests ,Kogan Page India Pvt Ltd.,2002,I.T.,Competitive Examinations,GENERAL,6
